8.079037435584544255e+03,6.779193401336669922e+00
8.079096921402707267e+03,5.916900634765625000e+00
8.079156399759600390e+03,5.054607391357421875e+00
8.079215870653168167e+03,4.192314147949218750e+00
8.079275334081358778e+03,3.330021381378173828e+00
8.079334790042123132e+03,2.467728376388549805e+00
8.079394238533413954e+03,2.955832719802856445e+00
8.079453679553188522e+03,2.792307853698730469e+00
8.079513113099406837e+03,4.255963802337646484e+00
8.079572539170029813e+03,3.068916082382202148e+00
8.079631957763022911e+03,2.772312402725219727e+00
8.079691368876354318e+03,2.693472862243652344e+00
8.079750772507994952e+03,3.876360654830932617e+00
8.079810168655919369e+03,3.649043798446655273e+00
8.079869557318102125e+03,3.343501091003417969e+00
8.079928938492525049e+03,3.177538633346557617e+00
8.079988312177168154e+03,2.468427896499633789e+00
8.080047678370016911e+03,4.459966182708740234e+00
8.080107037069059515e+03,2.881280660629272461e+00
8.080166388272286895e+03,4.010224342346191406e+00
8.080225731977691794e+03,3.368084430694580078e+00
8.080285068183272415e+03,4.758613109588623047e+00
8.080344396887026051e+03,3.649006605148315430e+00
8.080403718086954541e+03,3.703706264495849609e+00
8.080463031781063364e+03,3.140419721603393555e+00
8.080522337967361636e+03,3.401322841644287109e+00
8.080581636643857564e+03,3.177074193954467773e+00
8.080640927808564811e+03,3.711427688598632812e+00
8.080700211459499769e+03,2.049051284790039062e+00
8.080759487594681559e+03,2.713165760040283203e+00
8.080818756212131120e+03,3.276677608489990234e+00
8.080878017309873940e+03,2.382627010345458984e+00
8.080937270885935504e+03,2.247684955596923828e+00
8.080996516938348577e+03,2.693099260330200195e+00
8.081055755465142283e+03,2.890115737915039062e+00
8.081114986464356662e+03,3.196640253067016602e+00
8.081174209934026294e+03,2.459036111831665039e+00
8.081233425872193038e+03,2.328864097595214844e+00
8.081292634276902390e+03,3.899149417877197266e+00
8.081351835146199846e+03,3.272864580154418945e+00
8.081411028478135449e+03,2.646870136260986328e+00
8.081470214270761971e+03,2.938987731933593750e+00
8.081529392522131275e+03,3.170337438583374023e+00
8.081588563230305226e+03,4.219805717468261719e+00
8.081647726393342964e+03,4.240098953247070312e+00
8.081706882009305446e+03,4.163970470428466797e+00
8.081766030076262723e+03,3.551764726638793945e+00
8.081825170592280301e+03,4.058860301971435547e+00
8.081884303555430051e+03,3.919656515121459961e+00
8.081943428963789302e+03,5.061804294586181641e+00
8.082002546815430833e+03,3.022906780242919922e+00
8.082061657108436521e+03,3.102809906005859375e+00
8.082120759840889150e+03,4.211722850799560547e+00
8.082179855010873325e+03,3.854570388793945312e+00
8.082238942616477289e+03,3.242921352386474609e+00
8.082298022655792010e+03,1.995411992073059082e+00
8.082357095126909371e+03,2.904435396194458008e+00
8.082416160027927617e+03,2.698839426040649414e+00
8.082475217356944086e+03,3.471493244171142578e+00
8.082534267112060661e+03,2.607595205307006836e+00
8.082593309291381047e+03,3.776792287826538086e+00
8.082652343893013494e+03,2.450659275054931641e+00
8.082711370915067164e+03,2.772521018981933594e+00
8.082770390355653944e+03,3.858284235000610352e+00
8.082829402212889363e+03,4.434807777404785156e+00
8.082888406484890766e+03,2.926609992980957031e+00
8.082947403169779136e+03,4.724361896514892578e+00
8.083006392265677277e+03,3.154825925827026367e+00
8.083065373770711631e+03,4.810789108276367188e+00
8.083124347683010456e+03,4.237410068511962891e+00
8.083183314000703831e+03,3.040267467498779297e+00
8.083242272721928202e+03,3.727800130844116211e+00
8.083301223844816377e+03,6.087010860443115234e+00
8.083360167367511167e+03,3.707767248153686523e+00
8.083419103288153565e+03,3.617258787155151367e+00
8.083478031604887292e+03,3.800100088119506836e+00
8.083536952315860617e+03,3.750454425811767578e+00
8.083595865419221809e+03,3.915134668350219727e+00
8.083654770913125503e+03,3.211956739425659180e+00
8.083713668795725425e+03,5.048690319061279297e+00
8.083772559065180758e+03,2.914415359497070312e+00
8.083831441719650684e+03,3.586218357086181641e+00
8.083890316757299843e+03,2.745188236236572266e+00
8.083949184176292874e+03,4.523231506347656250e+00
8.084008043974798056e+03,2.724616527557373047e+00
8.084066896150988214e+03,3.998184204101562500e+00
8.084125740703035262e+03,3.734431982040405273e+00
8.084184577629117484e+03,4.267984867095947266e+00
8.084243406927412252e+03,3.980582475662231445e+00
8.084302228596101486e+03,3.962848186492919922e+00
8.084361042633370744e+03,3.554738998413085938e+00
8.084419849037404674e+03,4.398079872131347656e+00
8.084478647806395202e+03,2.893356800079345703e+00
8.084537438938534251e+03,2.396093606948852539e+00
8.084596222432014656e+03,4.040287494659423828e+00
8.084654998285034708e+03,4.673398971557617188e+00
8.084713766495795426e+03,2.829000949859619141e+00
8.084772527062498739e+03,3.550515890121459961e+00
8.084831279983349305e+03,3.573770761489868164e+00
8.084890025256556328e+03,2.877167940139770508e+00
8.084948762880328104e+03,2.544028520584106445e+00
8.085007492852878386e+03,3.094933986663818359e+00
8.085066215172424563e+03,2.595195055007934570e+00
8.085124929837182208e+03,3.684015035629272461e+00
8.085183636845374167e+03,4.687121868133544922e+00
8.085242336195222379e+03,2.956989526748657227e+00
8.085301027884952418e+03,4.477401733398437500e+00
8.085359711912795319e+03,5.331312179565429688e+00
8.085418388276979385e+03,3.098892688751220703e+00
8.085477056975741107e+03,4.369319438934326172e+00
8.085535718007313335e+03,1.732217311859130859e+00
8.085594371369937107e+03,3.442243814468383789e+00
8.085653017061853461e+03,3.574955940246582031e+00
8.085711655081306162e+03,3.793272256851196289e+00
8.085770285426540795e+03,4.036408901214599609e+00
8.085828908095807492e+03,3.460117101669311523e+00
8.085887523087358204e+03,5.328951358795166016e+00
8.085946130399446702e+03,4.382327556610107422e+00
8.086004730030328574e+03,2.883844852447509766e+00
8.086063321978263048e+03,4.094888687133789062e+00
8.086121906241513898e+03,4.457116127014160156e+00
8.086180482818344899e+03,4.190967559814453125e+00
8.086239051707021645e+03,3.105019330978393555e+00
8.086297612905813367e+03,3.775583028793334961e+00
8.086356166412992934e+03,3.406527757644653320e+00
8.086414712226835036e+03,4.173781394958496094e+00
8.086473250345616179e+03,2.810535192489624023e+00
8.086531780767615601e+03,4.205122947692871094e+00
8.086590303491116174e+03,3.973016262054443359e+00
8.086648818514400773e+03,2.777348995208740234e+00
8.086707325835757729e+03,3.367437124252319336e+00
8.086765825453476282e+03,4.351306438446044922e+00
8.086824317365849311e+03,3.274042844772338867e+00
8.086882801571169693e+03,4.269573211669921875e+00
8.086941278067735766e+03,3.201527833938598633e+00
8.086999746853846773e+03,4.157246589660644531e+00
8.087058207927803778e+03,4.091925621032714844e+00
8.087116661287912393e+03,4.324108600616455078e+00
8.087175106932480048e+03,4.235907077789306641e+00
8.087233544859815993e+03,2.072369337081909180e+00
8.087291975068231295e+03,3.490188837051391602e+00
8.087350397556040662e+03,3.716375589370727539e+00
8.087408812321562436e+03,4.197294235229492188e+00
8.087467219363114964e+03,3.532140254974365234e+00
8.087525618679020226e+03,3.528013467788696289e+00
8.087584010267602935e+03,3.036495447158813477e+00
8.087642394127188709e+03,3.615506172180175781e+00
8.087700770256109536e+03,3.218702316284179688e+00
8.087759138652693764e+03,4.209872245788574219e+00
8.087817499315277928e+03,2.644464492797851562e+00
8.087875852242199471e+03,3.455816268920898438e+00
8.087934197431794928e+03,3.879088401794433594e+00
8.087992534882408108e+03,4.435516834259033203e+00
8.088050864592382823e+03,4.340183734893798828e+00
8.088109186560063790e+03,2.895443677902221680e+00
8.088167500783802097e+03,3.015976905822753906e+00
8.088225807261947921e+03,4.364483833312988281e+00
8.088284105992855984e+03,3.981175184249877930e+00
8.088342396974881012e+03,3.895302057266235352e+00
8.088400680206383186e+03,3.598346948623657227e+00
8.088458955685723595e+03,4.177925586700439453e+00
8.088517223411265149e+03,4.031649589538574219e+00
8.088575483381374397e+03,4.219935894012451172e+00
8.088633735594417885e+03,4.028717994689941406e+00
8.088691980048769437e+03,3.107472419738769531e+00
8.088750216742800148e+03,3.331202745437622070e+00
8.088808445674886570e+03,3.925982475280761719e+00
8.088866666843406165e+03,4.352315902709960938e+00
8.088924880246740031e+03,3.477948904037475586e+00
8.088983085883271087e+03,3.415349960327148438e+00
8.089041283751383162e+03,4.042254447937011719e+00
8.089099473849466449e+03,3.988757848739624023e+00
8.089157656175907505e+03,3.773381710052490234e+00
8.089215830729102890e+03,2.080367326736450195e+00
8.089273997507444619e+03,3.490432262420654297e+00
8.089332156509330161e+03,4.473470211029052734e+00
8.089390307733160626e+03,3.693228721618652344e+00
8.089448451177336210e+03,3.600998640060424805e+00
8.089506586840262571e+03,3.675689697265625000e+00
8.089564714720346274e+03,3.452575683593750000e+00
8.089622834815995702e+03,4.198395252227783203e+00
8.089680947125623788e+03,4.102869033813476562e+00
8.089739051647642555e+03,3.447948217391967773e+00
8.089797148380469480e+03,4.504243373870849609e+00
8.089855237322522953e+03,3.257736444473266602e+00
8.089913318472224091e+03,4.789771080017089844e+00
8.089971391827995831e+03,4.065766334533691406e+00
8.090029457388263836e+03,5.490267276763916016e+00
8.090087515151456500e+03,2.736414432525634766e+00
8.090145565116004036e+03,4.024355888366699219e+00
8.090203607280338474e+03,3.359684705734252930e+00
8.090261641642896393e+03,2.519431114196777344e+00
8.090319668202113462e+03,3.752473592758178711e+00
8.090377686956430807e+03,3.687392473220825195e+00
8.090435697904290464e+03,4.065448284149169922e+00
8.090493701044135378e+03,4.396957874298095703e+00
8.090551696374413041e+03,3.033121824264526367e+00
8.090609683893573674e+03,3.092550992965698242e+00
8.090667663600067499e+03,2.804055452346801758e+00
8.090725635492347465e+03,3.852373361587524414e+00
