Sci Wavl,Sci Flux,Sci Variance
12377.221254154274,0.7957874534923117,1.99387669188554e-06
12377.310466570547,0.8084634405696371,2.024109049845409e-06
12377.399667823222,0.7983335506361409,1.9832703758508877e-06
12377.488857909531,0.7759246835988413,1.9374804464067123e-06
12377.578036826737,0.7689530982342531,1.903619512498263e-06
12377.66720457209,0.7792088583752638,1.9327673097405887e-06
12377.756361142849,0.8080823109950559,2.0209043461734184e-06
12377.845506536269,0.8227207905551327,2.033223736673169e-06
12377.934640749614,0.8192371182670154,2.028117990590438e-06
12378.023763780151,0.8097031944414994,2.028655842044045e-06
12378.11287562515,0.8054285700106787,2.01528823390148e-06
12378.20197628187,0.805276623466267,1.9956615406666806e-06
12378.291065747602,0.8099530400362001,2.0070640175355417e-06
12378.380144019615,0.8212731478244079,2.048577969305675e-06
12378.469211095187,0.8272981350907641,2.0779364000671303e-06
12378.558266971602,0.8240032229991486,2.061874975489447e-06
12378.647311646148,0.8174115039955896,2.044367643637596e-06
12378.736345116107,0.8111389268730186,2.014782817665104e-06
12378.825367378779,0.8114944312583998,2.009465786753661e-06
12378.914378431453,0.8150217746436046,2.0377112596997562e-06
12379.003378271422,0.8160687982192298,2.0450891643935974e-06
12379.09236689599,0.8154926826099255,2.035540444859754e-06
12379.181344302466,0.8082809964408958,2.0045810951433857e-06
12379.270310488148,0.8032293152164449,2.0113156362311812e-06
12379.359265450343,0.8054270361085082,2.0212379469418096e-06
12379.448209186367,0.805637270935396,2.0137206619972146e-06
12379.53714169353,0.8178594034293541,2.049480684387656e-06
12379.626062969157,0.8261083683837498,2.063313197310537e-06
12379.71497301056,0.8215831765219129,2.058632365599728e-06
12379.803871815064,0.8150873715187752,2.0442928732974716e-06
12379.892759379994,0.8036367015870023,2.0141828312772824e-06
12379.98163570268,0.799432005049245,2.0041332546741435e-06
12380.070500780452,0.8069659009036038,2.008959067898119e-06
12380.159354610645,0.8243828186715595,2.070125635024454e-06
12380.248197190596,0.8374820725183831,2.1080231252042496e-06
12380.337028517644,0.8400952102100138,2.0992202854048105e-06
12380.425848589131,0.8313872475885028,2.086646493381956e-06
12380.514657402407,0.8242932207388988,2.0721328408972164e-06
12380.603454954815,0.8248360416481508,2.072583547128624e-06
12380.69224124371,0.8225097436623899,2.0598651643783525e-06
12380.781016266441,0.8318902772708632,2.0883085051757503e-06
12380.869780020366,0.8229846217284461,2.059275729205775e-06
12380.958532502853,0.8256186926732261,2.068708515633852e-06
12381.047273711252,0.819973571767899,2.0487711477279806e-06
12381.13600364294,0.8164202422753364,2.045588458319894e-06
12381.224722295272,0.8063325797662965,2.0096028222899153e-06
12381.313429665628,0.7947892440975219,1.9830753737617495e-06
12381.402125751383,0.7856400590281647,1.9579383409312844e-06
12381.490810549913,0.7857249650247747,1.958076158039038e-06
12381.57948405859,0.7908632666070851,1.9745291499379963e-06
12381.668146274802,0.8069013867829063,2.007588582273657e-06
12381.756797195932,0.8171652675824664,2.0228311804436436e-06
12381.845436819372,0.8232419563749199,2.058929102245724e-06
12381.934065142506,0.8284838414685038,2.068867695695927e-06
12382.022682162733,0.8305988218729036,2.078272475811937e-06
12382.111287877446,0.8275561013440141,2.0784448123275877e-06
12382.199882284045,0.8271837240347583,2.071547704367886e-06
12382.288465379928,0.8231676072344241,2.052313099502028e-06
12382.377037162507,0.8212223485937049,2.0606038797073445e-06
12382.465597629187,0.8271977096133709,2.0814890333183377e-06
12382.554146777371,0.8295415121297826,2.086631513261548e-06
12382.64268460448,0.8392265704338552,2.118564961590189e-06
12382.731211107926,0.8437464387528654,2.119444229527184e-06
12382.81972628513,0.8435039919803985,2.1210969927249e-06
12382.908230133513,0.8422098296962558,2.1136792278845814e-06
12382.996722650494,0.8398432893359061,2.118008222158676e-06
12383.085203833509,0.8342551934995031,2.0962525281591e-06
12383.173673679974,0.8351453981355871,2.1031905383606114e-06
12383.262132187338,0.836824208946349,2.1028707453553785e-06
12383.350579353022,0.8402290206169987,2.1064771767781385e-06
12383.439015174472,0.8404756179482795,2.111366427555494e-06
12383.527439649124,0.8503856184941683,2.1291023690709645e-06
12383.615852774425,0.8469817993484525,2.1196728391908023e-06
12383.704254547818,0.8504391246110543,2.1191820122890842e-06
12383.792644966756,0.8409363299766441,2.076069616540453e-06
12383.881024028682,0.8317240744592206,2.0802442504433864e-06
12383.969391731063,0.819461970279292,2.061384669635396e-06
12384.057748071347,0.8138940858597229,2.0367173612761604e-06
12384.146093046997,0.8048635526347251,2.0132385626439085e-06
12384.234426655476,0.8065723196525801,2.0045838306436343e-06
12384.322748894247,0.8178045438693765,2.0340613207968543e-06
12384.411059760778,0.8320111848537086,2.0615351221490594e-06
12384.499359252544,0.834571808953387,2.0746382986009426e-06
12384.587647367012,0.8302385353219323,2.0427307723937032e-06
12384.675924101668,0.82387482636453,2.043950414718752e-06
12384.76418945398,0.8217250173579076,2.0434582851978688e-06
12384.852443421438,0.8356017791460586,2.0845296069754225e-06
12384.940686001524,0.8378541791390207,2.105314198386807e-06
12385.028917191723,0.8330444935393394,2.088444889402422e-06
12385.11713698953,0.8259633695138748,2.0775612457473454e-06
12385.205345392433,0.8289671108817276,2.0940039469548928e-06
12385.293542397929,0.8388511253202585,2.110143398420614e-06
12385.381728003516,0.8380211037869789,2.105400692299424e-06
12385.469902206692,0.833812346919947,2.0895351816442953e-06
12385.558065004967,0.834731695697269,2.0974498956964117e-06
12385.646216395844,0.8375627377266397,2.0962049825595436e-06
12385.734356376832,0.841654466881022,2.1129541900568312e-06
12385.822484945442,0.8471372648449021,2.1314215522339648e-06
12385.910602099186,0.844375699560898,2.112240875801575e-06
12385.998707835584,0.8409615942476864,2.1032481141277447e-06
12386.086802152156,0.8426584509663358,2.105850226173582e-06
12386.174885046426,0.8447919284263201,2.081126123618713e-06
12386.262956515919,0.8518736840585608,2.1448536400252424e-06
12386.351016558157,0.8551124733766465,2.153295654315722e-06
12386.439065170676,0.8592803562623135,2.165751950089811e-06
12386.527102351007,0.8567948031394466,2.1520526951076034e-06
12386.61512809669,0.8594794928558507,2.1550941805981048e-06
12386.703142405258,0.8597358349773907,2.168356537112064e-06
12386.791145274256,0.8521173940445798,2.1369894675967636e-06
12386.879136701224,0.8397523379601537,2.098011454818839e-06
12386.967116683712,0.8298476609570918,2.092170380216947e-06
12387.055085219272,0.8349136886783132,2.0962538307782663e-06
12387.143042305448,0.8350479502329953,2.0991634912091764e-06
12387.230987939802,0.8291345769069224,2.083405967682902e-06
12387.318922119888,0.8318522906347603,2.075840225305335e-06
12387.406844843264,0.8344933994836163,2.0801843299617545e-06
12387.494756107499,0.8309866284334032,2.0674835325702227e-06
12387.582655910152,0.8280314305577674,2.0667455988127303e-06
12387.670544248795,0.8352126191424675,2.084024711786713e-06
12387.758421120996,0.8422531398751855,2.107522789182621e-06
12387.846286524331,0.8465071919710146,2.1181184237401125e-06
12387.93414045637,0.8388614114877543,2.0984948567913108e-06
12388.021982914703,0.8337291552845862,2.0897533703545866e-06
12388.109813896903,0.8412581787438154,2.0993002662215977e-06
12388.19763340055,0.8533459594535518,2.133436052774056e-06
12388.285441423239,0.8549261493777094,2.1482691074782785e-06
12388.373237962558,0.8549533084690799,2.148409269300531e-06
12388.46102301609,0.8546200907799396,2.141938117808085e-06
12388.54879658144,0.8411520688054376,2.0936497648036795e-06
12388.636558656206,0.8279413814774095,2.0633551416476797e-06
12388.72430923798,0.8254333611992227,2.069734719012762e-06
12388.812048324362,0.8292321150390536,2.0790974245297125e-06
12388.899775912969,0.8461419427953742,2.120938333710491e-06
12388.987492001395,0.8567932692372762,2.1534272188514797e-06
12389.07519658726,0.8654728095538645,2.1833601046651045e-06
12389.162889668178,0.8716108544331351,2.1938120603285956e-06
12389.250571241759,0.863979781364803,2.185249293241435e-06
12389.338241305619,0.8606712446127326,2.1633742793262613e-06
12389.425899857386,0.8541021732235721,2.1541344107966564e-06
12389.513546894677,0.842067357253485,2.112961745247994e-06
12389.601182415125,0.8238188840500792,2.047288767117166e-06
12389.68880641635,0.8052773453025825,1.999463886011994e-06
12389.776418895986,0.8066906105787819,2.0009702348154617e-06
12389.864019851673,0.8109114582040983,2.025895722293382e-06
12389.95160928104,0.8038422444778394,2.0061357711179087e-06
12390.039187181726,0.8003839266903038,1.9960762946091086e-06
12390.126753551382,0.820194182991822,2.0501550503298516e-06
12390.214308387636,0.8470212296571864,2.0974476812438295e-06
12390.301851688148,0.8574341696558961,2.1079578639840373e-06
12390.389383450565,0.857577273705443,2.1219436951827467e-06
12390.476903672534,0.8596088820154031,2.12729472445442e-06
12390.564412351714,0.8654289579976983,2.1486199028196603e-06
12390.651909485763,0.8570565590333529,2.1520752304191736e-06
12390.739395072334,0.8566239986212927,2.1545046151636105e-06
12390.826869109096,0.8515365864992247,2.1177985004729632e-06
12390.91433159371,0.8447228125991115,2.120416374210708e-06
12391.001782523846,0.8335416583016364,2.094137335157483e-06
12391.089221897175,0.8283131271798893,2.0825182327213295e-06
12391.176649711368,0.825681672891753,2.064131632932483e-06
12391.264065964098,0.828074289589,2.078136873156765e-06
12391.351470653044,0.846065879293629,2.1173699387673757e-06
12391.438863775882,0.8588205465293434,2.1508136437569826e-06
12391.526245330306,0.862727485586959,2.1671608629796676e-06
12391.613615313992,0.8585731371322075,2.1518599074710473e-06
12391.700973724632,0.8510550314472503,2.138300814311093e-06
12391.788320559914,0.8374498605728042,2.095449463443312e-06
12391.875655817532,0.819672024647101,2.0387084146712663e-06
12391.962979495185,0.8149402071399536,2.035010148597309e-06
12392.050291590565,0.8170200882535126,2.035187174541957e-06
12392.137592101377,0.8381552751121215,2.088304857842086e-06
12392.224881025326,0.8490759367292423,2.112675690079158e-06
12392.312158360108,0.8392357738468778,2.1026422659536764e-06
12392.399424103443,0.8097834987315983,2.026029110495972e-06
12392.486678253037,0.7919495400323653,1.9819842999483768e-06
12392.573920806602,0.8015991381274393,2.0130533301985155e-06
12392.66115176186,0.829036587627094,2.080466216749259e-06
12392.748371116519,0.839156101163555,2.107070780332047e-06
12392.835578868311,0.8420193551385046,2.1083123066590833e-06
12392.922775014951,0.8372514458155825,2.0947412294028023e-06
12393.009959554169,0.8213310751887264,2.0513851136082277e-06
12393.097132483696,0.804221389002553,2.013612805130277e-06
12393.184293801252,0.7927896672740619,1.9728937115751866e-06
12393.271443504587,0.8091445833628459,2.024707082304482e-06
12393.358581591425,0.829709519532214,2.083925973253937e-06
12393.445708059513,0.8270983668904509,2.0754369344115674e-06
12393.532822906585,0.8141240809557474,2.035271975049658e-06
12393.619926130385,0.8039054953849847,2.013873980273043e-06
12393.707017728664,0.8070702062511927,2.0184478669503305e-06
12393.794097699169,0.8154935849053199,2.03776232237106e-06
12393.881166039651,0.8391417546667845,2.101310207594609e-06
12393.968222747864,0.8615106500181136,2.161555301922974e-06
12394.055267821557,0.8715778304217013,2.1792446096723038e-06
12394.142301258504,0.8619937389722585,2.1618569885218005e-06
12394.229323056452,0.8491438795724383,2.1298053926348105e-06
12394.316333213172,0.8304339725043525,2.0778363589151875e-06
12394.403331726426,0.8300470682392472,2.0837667931918614e-06
12394.490318593982,0.8475828183106413,2.129348954879073e-06
12394.57729381362,0.8666218827385929,2.1740582314632024e-06
12394.664257383107,0.8732883118008057,2.196423811756261e-06
12394.751209300219,0.8742678436809321,2.2005205490330722e-06
12394.83814956273,0.8723172614973863,2.1810689278141717e-06
12394.925078168431,0.8765930589122197,2.198696882200788e-06
12395.011995115103,0.8797328664255433,2.1802886589337867e-06
12395.098900400524,0.8831607768582886,2.207428077946101e-06
12395.185794022493,0.8848934547040945,2.2231303704197398e-06
12395.272675978791,0.8754773706570831,2.1976691156788787e-06
12395.359546267224,0.866366623371526,2.1809722734720604e-06
12395.446404885573,0.8520940245938655,2.14116397123778e-06
12395.533251831646,0.8412266886345519,2.1174156607000997e-06
12395.620087103242,0.8365137291011469,2.0967916822318732e-06
12395.706910698162,0.8412169438442927,2.1173369825024783e-06
12395.793722614218,0.8357086109207519,2.0879303548318843e-06
12395.880522849211,0.8198634015002465,2.0593189761620833e-06
12395.967311400955,0.828694978590786,2.0772607315057684e-06
12396.054088267263,0.8534497234239042,2.146878691780578e-06
12396.140853445942,0.8781519546650702,2.208594703671097e-06
12396.227606934828,0.8826339265775168,2.219995487135043e-06
12396.314348731723,0.881258557707881,2.210841461208472e-06
12396.401078834466,0.8806199130277469,2.2120700916057658e-06
12396.487797240869,0.8776751817786859,2.1858551414155035e-06
12396.574503948767,0.8830991500828532,2.2142360867548543e-06
12396.661198955982,0.8828985698166851,2.211504233840091e-06
12396.747882260355,0.8868943849706461,2.2208565184037143e-06
12396.834553859724,0.8878866392158331,2.24232211911504e-06
12396.921213751913,0.8943191030822861,2.2441512569478225e-06
12397.007861934775,0.8918437458973756,2.2389999191942834e-06
12397.094498406143,0.8877552650064131,2.195216023265622e-06
12397.181123163868,0.8840572073325937,2.190280920293626e-06
12397.267736205795,0.8860135642066636,2.2161829813602347e-06
12397.354337529769,0.8830067550344699,2.2241255714625017e-06
12397.440927133648,0.8658096364245823,2.1761723823694868e-06
12397.527505015287,0.8390126361958504,2.1044602012616314e-06
12397.614071172538,0.8251239641084938,2.0721482118033744e-06
12397.700625603258,0.8306988864321391,2.085708737844412e-06
12397.787168305316,0.8533015665201489,2.1387202576825185e-06
12397.87369927657,0.8735581883532613,2.192491986065855e-06
12397.96021851489,0.8774102678508993,2.2068082917469576e-06
12398.046726018147,0.8647645978988248,2.1519633354328215e-06
12398.133221784206,0.8651561038704412,2.167896582284578e-06
12398.219705810943,0.8777867957189692,2.191600473508701e-06
12398.306178096233,0.8822195925324229,2.2123806360149203e-06
12398.392638637953,0.8817374058736723,2.221237404247829e-06
12398.479087433989,0.8802584534927629,2.2089130637952473e-06
12398.565524482223,0.8751185277787428,2.189362834305487e-06
12398.651949780533,0.8699936703978085,2.1734390965736414e-06
12398.738363326813,0.8695416204052299,2.1760479822391417e-06
12398.824765118954,0.8809811018741126,2.144981687489252e-06
12398.911155154845,0.89069584569666,2.1625770763967194e-06
12398.997533432386,0.8995387014796291,2.2574212989148593e-06
12399.083899949466,0.8973830275529433,2.260038781866855e-06
12399.170254703995,0.8867353102926189,2.2223128466312103e-06
12399.256597693864,0.8760478018054029,2.18561676210814e-06
12399.342928916985,0.8707552979401949,2.183179170862958e-06
12399.429248371265,0.8723488418361892,2.197827253645621e-06
12399.515556054608,0.8739006094554241,2.2020899446041704e-06
12399.601851964931,0.8659743053340546,2.1637427902882992e-06
12399.688136100143,0.861224261459941,2.1660703102139613e-06
12399.77440845816,0.8453277114314962,2.108287817418764e-06
12399.860669036907,0.8333375590834303,2.079660546795139e-06
12399.946917834299,0.8465279447650851,2.1321990856141006e-06
12400.033154848263,0.8575133911915217,2.1384865678041528e-06
12400.119380076714,0.863791833234156,2.168819748487464e-06
12400.205593517596,0.8556727988165493,2.1454330450302426e-06
12400.291795168829,0.844880714293126,2.1217380116164484e-06
12400.377985028346,0.851161772992404,2.1322896176461322e-06
12400.464163094086,0.8603807054957459,2.1537926035275194e-06
12400.550329363981,0.8736172887015924,2.1979418841322215e-06
12400.636483835979,0.8879743423281657,2.220995638130634e-06
12400.72262650801,0.8927426125692456,2.2359004671508987e-06
12400.808757378029,0.8957008782492221,2.23661091564399e-06
12400.894876443976,0.8933471504834725,2.246118211888358e-06
12400.9809837038,0.8946328311909081,2.2452605674295174e-06
12401.067079155458,0.8913298886702827,2.2388337049887123e-06
12401.153162796896,0.8780148959946656,2.2021105259869916e-06
12401.239234626075,0.8729303712178597,2.1852792534822515e-06
12401.325294640954,0.8765629222460478,2.1985462994252077e-06
12401.411342839481,0.896716231256505,2.2638299246873418e-06
12401.49737921964,0.8990095954603714,2.2584297866731135e-06
12401.583403779376,0.8971568220975751,2.2542012243367114e-06
12401.66941651667,0.8961473340103556,2.257470277395498e-06
12401.75541742948,0.8982162071201032,2.2332618817684156e-06
12401.841406515789,0.8968766593776237,2.2540959727081047e-06
12401.927383773565,0.8896237383090714,2.230456300608862e-06
12402.013349200786,0.8785517617543149,2.210958957457238e-06
12402.099302795428,0.8583397133136843,2.1545464292388362e-06
12402.18524455548,0.8393335826676274,2.1099463121408105e-06
12402.271174478916,0.8254430157599425,2.0674345540895844e-06
12402.357092563723,0.8402386751777183,2.1071808516515674e-06
12402.442998807895,0.8651870526024681,2.1725137159181734e-06
12402.528893209415,0.8948084178746523,2.2596717037858993e-06
12402.61477576628,0.9015342179738145,2.27350343513728e-06
12402.700646476489,0.9027877769652106,2.2603574025148383e-06
12402.78650533803,0.9050254695432446,2.2374979992959802e-06
12402.872352348908,0.8984587441221095,2.2596524250222438e-06
12402.958187507116,0.8847202139883757,2.2270767854448047e-06
12403.044010810674,0.8765987433732043,2.19917338029168e-06
12403.129822257572,0.8799860505132031,2.207233987690379e-06
12403.215621845826,0.8883722545970822,2.230561291713635e-06
12403.301409573445,0.9004730283604977,2.2735826343825684e-06
12403.387185438442,0.9044158787748092,2.2727028453979076e-06
12403.47294943883,0.908956138969732,2.2967908790140593e-06
12403.558701572636,0.9072585604147672,2.28340203817909e-06
12403.644441837863,0.9121822961522966,2.2861953747184844e-06
12403.730170232548,0.9143726182221262,2.2700897913510765e-06
12403.81588675471,0.9165473305816332,2.3165427539507036e-06
12403.90159140237,0.9157461825009734,2.3161264368652763e-06
12403.987284173563,0.9128118276489475,2.3050372399058183e-06
12404.072965066314,0.9118110918270534,2.2934926472859548e-06
12404.158634078665,0.9074632010102099,2.2953467954067227e-06
12404.244291208648,0.9115035895566527,2.2986705584704784e-06
12404.329936454295,0.9096869982391705,2.2903163407117807e-06
12404.415569813647,0.9119621360760707,2.2852567073475234e-06
12404.501191284751,0.9140371447944999,2.2890538422161737e-06
12404.586800865647,0.9136243446515764,2.291571805063893e-06
12404.672398554385,0.9101646734209492,2.29235389761111e-06
12404.75798434901,0.9048439277098976,2.2749834710335964e-06
12404.843558247572,0.8973698540401855,2.2622209294936e-06
12404.92912024813,0.8848253314018196,2.2185605218618675e-06
12405.014670348733,0.8553093542316977,2.14710756196803e-06
12405.100208547443,0.845570158203963,2.11731093011916e-06
12405.185734842318,0.8540386516278086,2.1280248424969173e-06
12405.27124923142,0.8825424338245279,2.201032478365278e-06
12405.35675171281,0.8982282076488483,2.255254782718105e-06
12405.442242284558,0.9011770894567235,2.2698803301891967e-06
12405.527720944734,0.886210084143557,2.2286276838237466e-06
12405.613187691404,0.8730730241197093,2.1924927676373536e-06
12405.698642522642,0.8835762838873953,2.2242334283294394e-06
12405.784085436524,0.9004409066444582,2.2687962905193202e-06
12405.869516431132,0.9119276683920059,2.302879842043225e-06
12405.954935504535,0.912143136532181,2.2965861072811763e-06
12406.040342654818,0.9147078209611341,2.3199037719226046e-06
12406.125737880075,0.9206174046465506,2.3278164017840557e-06
12406.211121178381,0.9190642835842241,2.3045198395731154e-06
12406.296492547826,0.9162105939404548,2.259334585945759e-06
12406.381851986504,0.9264282772158232,2.3215799822653076e-06
12406.467199492505,0.9302277528919696,2.3316911727549946e-06
12406.552535063922,0.9261720253238226,2.323226753414861e-06
12406.637858698858,0.9077622217039036,2.2886357014639142e-06
12406.723170395402,0.8770567485153857,2.2043497283332043e-06
12406.808470151667,0.8414781583609624,2.1097613402192503e-06
12406.893757965747,0.8334843625440941,2.0867675067024696e-06
12406.979033835752,0.8437902903090316,2.1163264105535596e-06
12407.064297759789,0.8546078195625763,2.13634636451455e-06
12407.149549735967,0.8639378246289648,2.175317603672812e-06
12407.234789762395,0.8799876746449129,2.1783494497814854e-06
12407.320017837194,0.8959250986547227,2.214615148932136e-06
12407.40523395848,0.8981386999457269,2.2408100387872434e-06
12407.490438124361,0.900389836725137,2.2633271136892976e-06
12407.575630332967,0.9028217032720389,2.2675184211175547e-06
12407.660810582422,0.8871546971919214,2.2282754556012823e-06
12407.745978870844,0.8798838204450211,2.2075929895325056e-06
12407.831135196364,0.8875252699103885,2.2323096671581294e-06
12407.916279557112,0.9104041426186146,2.302162098882805e-06
12408.001411951218,0.9174922143186158,2.3257171007362624e-06
12408.086532376812,0.91324402714285,2.2950672533337165e-06
12408.171640832037,0.9087060226864131,2.2841044104333526e-06
12408.256737315021,0.9000290990264684,2.224617179935719e-06
12408.341821823913,0.8972645561676628,2.2285753185332773e-06
12408.42689435685,0.90274302311365,2.253769536345126e-06
12408.511954911975,0.9120690580803034,2.2972850927256084e-06
12408.597003487439,0.9195660500530324,2.318859852923038e-06
12408.682040081383,0.9133851461425293,2.30568959158411e-06
12408.767064691963,0.9103548772900821,2.299651170178581e-06
12408.852077317337,0.907836029467163,2.2924159022834076e-06
12408.937077955647,0.8983603939241233,2.267455374349924e-06
12409.022066605054,0.8757304645152034,2.2020185610738775e-06
12409.10704326372,0.8585720543777342,2.1518475325889716e-06
12409.192007929802,0.8676878545174997,2.178580925207269e-06
12409.276960601466,0.8808750821652743,2.204723840557656e-06
12409.361901276874,0.8882033448992565,2.2258533655241748e-06
12409.446829954197,0.8930095115468998,2.223188727758373e-06
12409.531746631603,0.9059671050168076,2.2690617643053336e-06
12409.616651307262,0.9099446035742628,2.2772974437199326e-06
12409.701543979347,0.9064603899089088,2.27302302918889e-06
12409.786424646034,0.899878866843306,2.270981824955897e-06
12409.871293305503,0.8890275917420121,2.242538353896582e-06
12409.956149955931,0.8888811491995061,2.2395350351476425e-06
12410.0409945955,0.8957171195663207,2.254402609259762e-06
12410.125827222395,0.9095414579920589,2.272768757927703e-06
12410.2106478348,0.9146461941856987,2.319912629732933e-06
12410.29545643091,0.9023469154355221,2.261790023073515e-06
12410.380253008903,0.8761741231606145,2.1936364672650306e-06
12410.465037566977,0.8490885688647635,2.0878098625590372e-06
12410.549810103328,0.8448361409006442,2.055844760584664e-06
12410.63457061615,0.8577460931737293,2.0429175679820956e-06
12410.719319103644,0.8687489539012772,2.083556289934649e-06
12410.804055564005,0.8862049410598091,2.1719896722277247e-06
12410.88877999544,0.9038630423866796,2.2753891066418637e-06
12410.973492396153,0.9175890306144315,2.31612669738911e-06
12411.058192764347,0.9195498989654732,2.3263191713147497e-06
12411.142881098236,0.9163836541970947,2.3079282728826562e-06
12411.227557396027,0.9158828802532202,2.301064511973602e-06
12411.312221655931,0.9185280494313509,2.2769282814483114e-06
12411.396873876165,0.9200603274700675,2.2440228186980623e-06
12411.481514054949,0.9189040359221843,2.273255676971923e-06
12411.566142190497,0.9184942133540621,2.2902444361338227e-06
12411.650758281028,0.928068830701864,2.336809945029385e-06
12411.73536232477,0.9345517328808622,2.3592540732581487e-06
12411.819954319946,0.9451399888746977,2.395278266815438e-06
12411.90453426478,0.9427792232048721,2.3779784421967173e-06
12411.989102157506,0.944379534316324,2.4067566863816724e-06
12412.073657996352,0.9425228810833319,2.3901050450599117e-06
12412.158201779554,0.9446192742026077,2.3899364861398424e-06
12412.24273350534,0.9344857750875339,2.3487640811150126e-06
12412.327253171954,0.9106545295905519,2.2617379183068775e-06
12412.411760777626,0.8737693254755435,2.1804578691634397e-06
12412.496256320606,0.8624660906112104,2.1524011457344866e-06
12412.580739799138,0.8743191842888717,2.199145504241529e-06
12412.665211211457,0.9016672163149444,2.2441773093311405e-06
12412.74967055582,0.9232597767089588,2.3009071555783593e-06
12412.834117830469,0.9327476834693619,2.3459116056654857e-06
12412.918553033662,0.9340776668806611,2.3435846067874905e-06
12413.002976163642,0.9418195418234216,2.3594765606116875e-06
12413.087387218673,0.9420341076682025,2.3723607667817798e-06
12413.17178619701,0.9468263789667726,2.393503838987625e-06
12413.256173096908,0.9428611516266807,2.39416791423841e-06
12413.340547916632,0.9442868685793223,2.3794272152330516e-06
12413.424910654445,0.9353758894940785,2.346932598567732e-06
12413.509261308607,0.9334110510433016,2.3400922848036647e-06
12413.59359987739,0.9298616916504743,2.353191683659967e-06
12413.677926359062,0.9354515018481265,2.351719202954814e-06
12413.76224075189,0.9441461104978008,2.3603482733575197e-06
12413.846543054151,0.9531016629755266,2.301124692979068e-06
12413.930833264123,0.9480791258923138,2.2629527409410124e-06
12414.015111380071,0.9443714136577747,2.3481244951045476e-06
12414.099377400287,0.9387301726226434,2.3598006522601675e-06
12414.183631323043,0.935009377104886,2.3605467925184058e-06
12414.267873146626,0.9333099939591324,2.3312954370523893e-06
12414.352102869318,0.9073022315118546,2.2889548431595643e-06
12414.436320489405,0.8789898261682808,2.218111639297292e-06
12414.520526005177,0.8747970399297292,2.201252621004318e-06
12414.604719414927,0.8834178408161443,2.2237634433343763e-06
12414.688900716941,0.899174535058462,2.2482529441774645e-06
12414.77306990952,0.9124232992521325,2.256791352286222e-06
12414.857226990958,0.9254614677007573,2.2759080701175643e-06
12414.941371959552,0.9352866524795754,2.3485465437143046e-06
12415.0255048136,0.9305750463892619,2.352309028913141e-06
12415.109625551411,0.9344070046996056,2.370392769745911e-06
12415.193734171284,0.9424161395381782,2.3838493467775085e-06
12415.277830671524,0.9451592077665978,2.392503166944367e-06
